Architecture    Offer                                      Publisher    Sku                                  Urn                                                                                                   Version
x64             0001-com-ubuntu-minimal-jammy              Canonical    minimal-22_04-lts                    Canonical:0001-com-ubuntu-minimal-jammy:minimal-22_04-lts:22.04.202410300                             22.04.202410300
x64             0001-com-ubuntu-minimal-jammy              Canonical    minimal-22_04-lts                    Canonical:0001-com-ubuntu-minimal-jammy:minimal-22_04-lts:22.04.202501060                             22.04.202501060
x64             0001-com-ubuntu-minimal-jammy              Canonical    minimal-22_04-lts                    Canonical:0001-com-ubuntu-minimal-jammy:minimal-22_04-lts:22.04.202501080                             22.04.202501080
x64             0001-com-ubuntu-minimal-jammy              Canonical    minimal-22_04-lts                    Canonical:0001-com-ubuntu-minimal-jammy:minimal-22_04-lts:22.04.202502180                             22.04.202502180
x64             0001-com-ubuntu-minimal-jammy              Canonical    minimal-22_04-lts                    Canonical:0001-com-ubuntu-minimal-jammy:minimal-22_04-lts:22.04.202502200                             22.04.202502200
x64             0001-com-ubuntu-minimal-jammy              Canonical    minimal-22_04-lts                    Canonical:0001-com-ubuntu-minimal-jammy:minimal-22_04-lts:22.04.202502270                             22.04.202502270
x64             0001-com-ubuntu-minimal-jammy              Canonical    minimal-22_04-lts                    Canonical:0001-com-ubuntu-minimal-jammy:minimal-22_04-lts:22.04.202503210                             22.04.202503210
x64             0001-com-ubuntu-minimal-jammy              Canonical    minimal-22_04-lts                    Canonical:0001-com-ubuntu-minimal-jammy:minimal-22_04-lts:22.04.202504020                             22.04.202504020
x64             0001-com-ubuntu-minimal-jammy              Canonical    minimal-22_04-lts                    Canonical:0001-com-ubuntu-minimal-jammy:minimal-22_04-lts:22.04.202504140                             22.04.202504140
x64             0001-com-ubuntu-minimal-jammy              Canonical    minimal-22_04-lts                    Canonical:0001-com-ubuntu-minimal-jammy:minimal-22_04-lts:22.04.202504230                             22.04.202504230
x64             0001-com-ubuntu-minimal-jammy              Canonical    minimal-22_04-lts                    Canonical:0001-com-ubuntu-minimal-jammy:minimal-22_04-lts:22.04.202504250                             22.04.202504250
x64             0001-com-ubuntu-minimal-jammy              Canonical    minimal-22_04-lts                    Canonical:0001-com-ubuntu-minimal-jammy:minimal-22_04-lts:22.04.202505080                             22.04.202505080
x64             0001-com-ubuntu-minimal-jammy              Canonical    minimal-22_04-lts                    Canonical:0001-com-ubuntu-minimal-jammy:minimal-22_04-lts:22.04.202505190                             22.04.202505190
x64             0001-com-ubuntu-minimal-jammy              Canonical    minimal-22_04-lts                    Canonical:0001-com-ubuntu-minimal-jammy:minimal-22_04-lts:22.04.202506120                             22.04.202506120
x64             0001-com-ubuntu-minimal-jammy              Canonical    minimal-22_04-lts                    Canonical:0001-com-ubuntu-minimal-jammy:minimal-22_04-lts:22.04.202506220                             22.04.202506220
x64             0001-com-ubuntu-minimal-jammy              Canonical    minimal-22_04-lts                    Canonical:0001-com-ubuntu-minimal-jammy:minimal-22_04-lts:22.04.202507100                             22.04.202507100
x64             0001-com-ubuntu-minimal-jammy              Canonical    minimal-22_04-lts                    Canonical:0001-com-ubuntu-minimal-jammy:minimal-22_04-lts:22.04.202507290                             22.04.202507290
x64             0001-com-ubuntu-minimal-jammy              Canonical    minimal-22_04-lts                    Canonical:0001-com-ubuntu-minimal-jammy:minimal-22_04-lts:22.04.202510020                             22.04.202510020
x64             0001-com-ubuntu-minimal-jammy              Canonical    minimal-22_04-lts                    Canonical:0001-com-ubuntu-minimal-jammy:minimal-22_04-lts:22.04.202510080                             22.04.202510080
x64             0001-com-ubuntu-minimal-jammy              Canonical    minimal-22_04-lts                    Canonical:0001-com-ubuntu-minimal-jammy:minimal-22_04-lts:22.04.202510220                             22.04.202510220
x64             0001-com-ubuntu-minimal-jammy              Canonical    minimal-22_04-lts                    Canonical:0001-com-ubuntu-minimal-jammy:minimal-22_04-lts:22.04.202512180                             22.04.202512180
x64             0001-com-ubuntu-minimal-jammy              Canonical    minimal-22_04-lts                    Canonical:0001-com-ubuntu-minimal-jammy:minimal-22_04-lts:22.04.202601280                             22.04.202601280
x64             0001-com-ubuntu-minimal-jammy              Canonical    minimal-22_04-lts                    Canonical:0001-com-ubuntu-minimal-jammy:minimal-22_04-lts:22.04.202603310                             22.04.202603310
x64             0001-com-ubuntu-minimal-jammy              Canonical    minimal-22_04-lts                    Canonical:0001-com-ubuntu-minimal-jammy:minimal-22_04-lts:22.04.202605040                             22.04.202605040
x64             0001-com-ubuntu-minimal-jammy              Canonical    minimal-22_04-lts-gen2               Canonical:0001-com-ubuntu-minimal-jammy:minimal-22_04-lts-gen2:22.04.202207180                        22.04.202207180
x64             0001-com-ubuntu-minimal-jammy              Canonical    minimal-22_04-lts-gen2               Canonical:0001-com-ubuntu-minimal-jammy:minimal-22_04-lts-gen2:22.04.202208100                        22.04.202208100
x64             0001-com-ubuntu-minimal-jammy              Canonical    minimal-22_04-lts-gen2               Canonical:0001-com-ubuntu-minimal-jammy:minimal-22_04-lts-gen2:22.04.202209060                        22.04.202209060
x64             0001-com-ubuntu-minimal-jammy              Canonical    minimal-22_04-lts-gen2               Canonical:0001-com-ubuntu-minimal-jammy:minimal-22_04-lts-gen2:22.04.202209210                        22.04.202209210
x64             0001-com-ubuntu-minimal-jammy              Canonical    minimal-22_04-lts-gen2               Canonical:0001-com-ubuntu-minimal-jammy:minimal-22_04-lts-gen2:22.04.202210180                        22.04.202210180
x64             0001-com-ubuntu-minimal-jammy              Canonical    minimal-22_04-lts-gen2               Canonical:0001-com-ubuntu-minimal-jammy:minimal-22_04-lts-gen2:22.04.202211010                        22.04.202211010
x64             0001-com-ubuntu-minimal-jammy              Canonical    minimal-22_04-lts-gen2               Canonical:0001-com-ubuntu-minimal-jammy:minimal-22_04-lts-gen2:22.04.202211160                        22.04.202211160
x64             0001-com-ubuntu-minimal-jammy              Canonical    minimal-22_04-lts-gen2               Canonical:0001-com-ubuntu-minimal-jammy:minimal-22_04-lts-gen2:22.04.202212010                        22.04.202212010
x64             0001-com-ubuntu-minimal-jammy              Canonical    minimal-22_04-lts-gen2               Canonical:0001-com-ubuntu-minimal-jammy:minimal-22_04-lts-gen2:22.04.202212120                        22.04.202212120
x64             0001-com-ubuntu-minimal-jammy              Canonical    minimal-22_04-lts-gen2               Canonical:0001-com-ubuntu-minimal-jammy:minimal-22_04-lts-gen2:22.04.202301090                        22.04.202301090
x64             0001-com-ubuntu-minimal-jammy              Canonical    minimal-22_04-lts-gen2               Canonical:0001-com-ubuntu-minimal-jammy:minimal-22_04-lts-gen2:22.04.202301121                        22.04.202301121
x64             0001-com-ubuntu-minimal-jammy              Canonical    minimal-22_04-lts-gen2               Canonical:0001-com-ubuntu-minimal-jammy:minimal-22_04-lts-gen2:22.04.202302070                        22.04.202302070
x64             0001-com-ubuntu-minimal-jammy              Canonical    minimal-22_04-lts-gen2               Canonical:0001-com-ubuntu-minimal-jammy:minimal-22_04-lts-gen2:22.04.202302100                        22.04.202302100
x64             0001-com-ubuntu-minimal-jammy              Canonical    minimal-22_04-lts-gen2               Canonical:0001-com-ubuntu-minimal-jammy:minimal-22_04-lts-gen2:22.04.202303080                        22.04.202303080
x64             0001-com-ubuntu-minimal-jammy              Canonical    minimal-22_04-lts-gen2               Canonical:0001-com-ubuntu-minimal-jammy:minimal-22_04-lts-gen2:22.04.202303280                        22.04.202303280
x64             0001-com-ubuntu-minimal-jammy              Canonical    minimal-22_04-lts-gen2               Canonical:0001-com-ubuntu-minimal-jammy:minimal-22_04-lts-gen2:22.04.202304180                        22.04.202304180
x64             0001-com-ubuntu-minimal-jammy              Canonical    minimal-22_04-lts-gen2               Canonical:0001-com-ubuntu-minimal-jammy:minimal-22_04-lts-gen2:22.04.202304280                        22.04.202304280
x64             0001-com-ubuntu-minimal-jammy              Canonical    minimal-22_04-lts-gen2               Canonical:0001-com-ubuntu-minimal-jammy:minimal-22_04-lts-gen2:22.04.202305150                        22.04.202305150
x64             0001-com-ubuntu-minimal-jammy              Canonical    minimal-22_04-lts-gen2               Canonical:0001-com-ubuntu-minimal-jammy:minimal-22_04-lts-gen2:22.04.202305300                        22.04.202305300
x64             0001-com-ubuntu-minimal-jammy              Canonical    minimal-22_04-lts-gen2               Canonical:0001-com-ubuntu-minimal-jammy:minimal-22_04-lts-gen2:22.04.202306180                        22.04.202306180
x64             0001-com-ubuntu-minimal-jammy              Canonical    minimal-22_04-lts-gen2               Canonical:0001-com-ubuntu-minimal-jammy:minimal-22_04-lts-gen2:22.04.202306190                        22.04.202306190
x64             0001-com-ubuntu-minimal-jammy              Canonical    minimal-22_04-lts-gen2               Canonical:0001-com-ubuntu-minimal-jammy:minimal-22_04-lts-gen2:22.04.202306210                        22.04.202306210
x64             0001-com-ubuntu-minimal-jammy              Canonical    minimal-22_04-lts-gen2               Canonical:0001-com-ubuntu-minimal-jammy:minimal-22_04-lts-gen2:22.04.202306280                        22.04.202306280
x64             0001-com-ubuntu-minimal-jammy              Canonical    minimal-22_04-lts-gen2               Canonical:0001-com-ubuntu-minimal-jammy:minimal-22_04-lts-gen2:22.04.202307140                        22.04.202307140
x64             0001-com-ubuntu-minimal-jammy              Canonical    minimal-22_04-lts-gen2               Canonical:0001-com-ubuntu-minimal-jammy:minimal-22_04-lts-gen2:22.04.202307240                        22.04.202307240
x64             0001-com-ubuntu-minimal-jammy              Canonical    minimal-22_04-lts-gen2               Canonical:0001-com-ubuntu-minimal-jammy:minimal-22_04-lts-gen2:22.04.202308100                        22.04.202308100
x64             0001-com-ubuntu-minimal-jammy              Canonical    minimal-22_04-lts-gen2               Canonical:0001-com-ubuntu-minimal-jammy:minimal-22_04-lts-gen2:22.04.202308120                        22.04.202308120
x64             0001-com-ubuntu-minimal-jammy              Canonical    minimal-22_04-lts-gen2               Canonical:0001-com-ubuntu-minimal-jammy:minimal-22_04-lts-gen2:22.04.202309070                        22.04.202309070
x64             0001-com-ubuntu-minimal-jammy              Canonical    minimal-22_04-lts-gen2               Canonical:0001-com-ubuntu-minimal-jammy:minimal-22_04-lts-gen2:22.04.202309190                        22.04.202309190
